slug;nom;famille;donnee;valeur;unite;source;supposee;alertes
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;e;5;mm;nom du produit;;
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;poids;80,4;kg/plaque;site actuel — fiche produit;;
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2000x1000x5mm-en-acier-laminee-a-chaud;Tôle de 2000x1000x5mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;L;2500;mm;nom du produit;;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;l;1250;mm;nom du produit;;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;e;10;mm;nom du produit;;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;poids;251,25;kg/plaque;site actuel — fiche produit;;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2500x1250x10mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x10mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;L;2500;mm;nom du produit;;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;l;1250;mm;nom du produit;;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;e;2;mm;nom du produit;;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;poids;50,25;kg/plaque;site actuel — fiche produit;;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2500x1250x2mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x2mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;L;2500;mm;nom du produit;;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;l;1250;mm;nom du produit;;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;e;3;mm;nom du produit;;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;poids;75,38;kg/plaque;site actuel — fiche produit;;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2500x1250x3mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x3mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;L;2500;mm;nom du produit;;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;l;1250;mm;nom du produit;;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;e;5;mm;nom du produit;;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;poids;125,63;kg/plaque;site actuel — fiche produit;;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-2500x1250x5mm-en-acier-laminee-a-chaud;Tôle de 2500x1250x5mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;L;3000;mm;nom du produit;;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;l;1500;mm;nom du produit;;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;e;10;mm;nom du produit;;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;poids;361,8;kg/plaque;site actuel — fiche produit;;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-3000x1500x10mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x10mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;L;3000;mm;nom du produit;;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;l;1500;mm;nom du produit;;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;e;3;mm;nom du produit;;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;poids;108,54;kg/plaque;site actuel — fiche produit;;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-3000x1500x3mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x3mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;L;3000;mm;nom du produit;;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;l;1500;mm;nom du produit;;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;e;8;mm;nom du produit;;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;poids;289,44;kg/plaque;site actuel — fiche produit;;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;nuance;S235JR;;site actuel — description de la fiche;;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;procede;Laminé à chaud;;site actuel — description de la fiche;;
tole-de-3000x1500x8mm-en-acier-laminee-a-chaud;Tôle de 3000x1500x8mm en acier laminée à chaud;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x10mm-laserpressplus;Tôle plane de 2000x1000x10mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x10mm-laserpressplus;Tôle plane de 2000x1000x10mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x10mm-laserpressplus;Tôle plane de 2000x1000x10mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x10mm-laserpressplus;Tôle plane de 2000x1000x10mm LaserpressPlus®;tole-laminee-a-chaud;e;10;mm;nom du produit;;
tole-plane-de-2000x1000x10mm-laserpressplus;Tôle plane de 2000x1000x10mm LaserpressPlus®;tole-laminee-a-chaud;poids;160,8;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x10mm-laserpressplus;Tôle plane de 2000x1000x10mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x10mm-laserpressplus;Tôle plane de 2000x1000x10mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x15mm-laserpressplus;Tôle plane de 2000x1000x15mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x15mm-laserpressplus;Tôle plane de 2000x1000x15mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x15mm-laserpressplus;Tôle plane de 2000x1000x15mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x15mm-laserpressplus;Tôle plane de 2000x1000x15mm LaserpressPlus®;tole-laminee-a-chaud;e;15;mm;nom du produit;;
tole-plane-de-2000x1000x15mm-laserpressplus;Tôle plane de 2000x1000x15mm LaserpressPlus®;tole-laminee-a-chaud;poids;240;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x15mm-laserpressplus;Tôle plane de 2000x1000x15mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x15mm-laserpressplus;Tôle plane de 2000x1000x15mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x2mm-laserpressplus;Tôle plane de 2000x1000x2mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x2mm-laserpressplus;Tôle plane de 2000x1000x2mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x2mm-laserpressplus;Tôle plane de 2000x1000x2mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x2mm-laserpressplus;Tôle plane de 2000x1000x2mm LaserpressPlus®;tole-laminee-a-chaud;e;2;mm;nom du produit;;
tole-plane-de-2000x1000x2mm-laserpressplus;Tôle plane de 2000x1000x2mm LaserpressPlus®;tole-laminee-a-chaud;poids;32,16;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x2mm-laserpressplus;Tôle plane de 2000x1000x2mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x2mm-laserpressplus;Tôle plane de 2000x1000x2mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x3mm-laserpressplus;Tôle plane de 2000x1000x3mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x3mm-laserpressplus;Tôle plane de 2000x1000x3mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x3mm-laserpressplus;Tôle plane de 2000x1000x3mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x3mm-laserpressplus;Tôle plane de 2000x1000x3mm LaserpressPlus®;tole-laminee-a-chaud;e;3;mm;nom du produit;;
tole-plane-de-2000x1000x3mm-laserpressplus;Tôle plane de 2000x1000x3mm LaserpressPlus®;tole-laminee-a-chaud;poids;48,24;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x3mm-laserpressplus;Tôle plane de 2000x1000x3mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x3mm-laserpressplus;Tôle plane de 2000x1000x3mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x4mm-laserpressplus;Tôle plane de 2000x1000x4mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x4mm-laserpressplus;Tôle plane de 2000x1000x4mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x4mm-laserpressplus;Tôle plane de 2000x1000x4mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x4mm-laserpressplus;Tôle plane de 2000x1000x4mm LaserpressPlus®;tole-laminee-a-chaud;e;4;mm;nom du produit;;
tole-plane-de-2000x1000x4mm-laserpressplus;Tôle plane de 2000x1000x4mm LaserpressPlus®;tole-laminee-a-chaud;poids;64,32;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x4mm-laserpressplus;Tôle plane de 2000x1000x4mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x4mm-laserpressplus;Tôle plane de 2000x1000x4mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x5mm-laserpressplus;Tôle plane de 2000x1000x5mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x5mm-laserpressplus;Tôle plane de 2000x1000x5mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x5mm-laserpressplus;Tôle plane de 2000x1000x5mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x5mm-laserpressplus;Tôle plane de 2000x1000x5mm LaserpressPlus®;tole-laminee-a-chaud;e;5;mm;nom du produit;;
tole-plane-de-2000x1000x5mm-laserpressplus;Tôle plane de 2000x1000x5mm LaserpressPlus®;tole-laminee-a-chaud;poids;80,4;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x5mm-laserpressplus;Tôle plane de 2000x1000x5mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x5mm-laserpressplus;Tôle plane de 2000x1000x5mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x6mm-laserpressplus;Tôle plane de 2000x1000x6mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x6mm-laserpressplus;Tôle plane de 2000x1000x6mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x6mm-laserpressplus;Tôle plane de 2000x1000x6mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x6mm-laserpressplus;Tôle plane de 2000x1000x6mm LaserpressPlus®;tole-laminee-a-chaud;e;6;mm;nom du produit;;
tole-plane-de-2000x1000x6mm-laserpressplus;Tôle plane de 2000x1000x6mm LaserpressPlus®;tole-laminee-a-chaud;poids;96,48;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x6mm-laserpressplus;Tôle plane de 2000x1000x6mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x6mm-laserpressplus;Tôle plane de 2000x1000x6mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2000x1000x8mm-laserpressplus;Tôle plane de 2000x1000x8mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2000x1000x8mm-laserpressplus;Tôle plane de 2000x1000x8mm LaserpressPlus®;tole-laminee-a-chaud;L;2000;mm;nom du produit;;
tole-plane-de-2000x1000x8mm-laserpressplus;Tôle plane de 2000x1000x8mm LaserpressPlus®;tole-laminee-a-chaud;l;1000;mm;nom du produit;;
tole-plane-de-2000x1000x8mm-laserpressplus;Tôle plane de 2000x1000x8mm LaserpressPlus®;tole-laminee-a-chaud;e;8;mm;nom du produit;;
tole-plane-de-2000x1000x8mm-laserpressplus;Tôle plane de 2000x1000x8mm LaserpressPlus®;tole-laminee-a-chaud;poids;128,64;kg/plaque;site actuel — fiche produit;;
tole-plane-de-2000x1000x8mm-laserpressplus;Tôle plane de 2000x1000x8mm LaserpressPlus®;tole-laminee-a-chaud;marque;LaserpressPlus® 240 skinpass;;site actuel — description de la fiche;;
tole-plane-de-2000x1000x8mm-laserpressplus;Tôle plane de 2000x1000x8mm LaserpressPlus®;tole-laminee-a-chaud;finition;BRUT;;tôle laminée à chaud (vraie photo LaserpressPlus, groupe G036) — non affichée;oui;
tole-plane-de-2500x1250x10mm-laserpressplus;Tôle plane de 2500x1250x10mm LaserpressPlus®;tole-laminee-a-chaud;serie;TOLE;;nom du produit;;
tole-plane-de-2500x1250x10mm-laserpressplus;Tôle plane de 2500x1250x10mm LaserpressPlus®;tole-laminee-a-chaud;L;2500;mm;nom du produit;;
tole-plane-de-2500x1250x10mm-laserpressplus;Tôle plane de 2500x1250x10mm LaserpressPlus®;tole-laminee-a-chaud;l;1250;mm;nom du produit;;
tole-plane-de-2500x1250x10mm-laserpressplus;Tôle plane de 2500x1250x10mm LaserpressPlus®;tole-laminee-a-chaud;e;10;mm;nom du produit;;
